=== Suite started at 2021-12-10 23:36:14
=== Starting test, 1586 test cases
=cases         1586
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_kick_master
=logfile       ejabberd_suite.muc_kick_master.3026.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.107638
=case          ejabberd_SUITE:muc_kick_slave
=logfile       ejabberd_suite.muc_kick_slave.3042.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.107594
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3827.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       4.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3843.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_affiliation_master
=logfile       ejabberd_suite.muc_change_affiliation_master.3859.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.118129
=case          ejabberd_SUITE:muc_change_affiliation_slave
=logfile       ejabberd_suite.muc_change_affiliation_slave.3875.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.114119
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3138.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       8.0e-6
=group_time    0.181s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3154.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_destroy_master
=logfile       ejabberd_suite.muc_destroy_master.3170.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.107019
=case          ejabberd_SUITE:muc_destroy_slave
=logfile       ejabberd_suite.muc_destroy_slave.3186.html
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:29
=result        ok
=elapsed       0.107714
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3971.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-10 23:36:29
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       3.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3987.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_vcard_master
=logfile       ejabberd_suite.muc_vcard_master.4003.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.125174
=case          ejabberd_SUITE:muc_vcard_slave
=logfile       ejabberd_suite.muc_vcard_slave.4019.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.125591
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4083.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       1.1e-5
=group_time    0.188s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4099.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_nick_change_master
=logfile       ejabberd_suite.muc_nick_change_master.4115.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.107274
=case          ejabberd_SUITE:muc_nick_change_slave
=logfile       ejabberd_suite.muc_nick_change_slave.4131.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.107375
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4195.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       9.0e-6
=group_time    0.170s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4211.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_title_desc_master
=logfile       ejabberd_suite.muc_config_title_desc_master.4227.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.109541
=case          ejabberd_SUITE:muc_config_title_desc_slave
=logfile       ejabberd_suite.muc_config_title_desc_slave.4243.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.105791
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3346.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       3.0e-6
=group_time    0.171s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3362.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_public_list_master
=logfile       ejabberd_suite.muc_config_public_list_master.3378.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.111202
=case          ejabberd_SUITE:muc_config_public_list_slave
=logfile       ejabberd_suite.muc_config_public_list_slave.3394.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.110612
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4355.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       3.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4371.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_password_master
=logfile       ejabberd_suite.muc_config_password_master.4387.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.110853
=case          ejabberd_SUITE:muc_config_password_slave
=logfile       ejabberd_suite.muc_config_password_slave.4403.html
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:30
=result        ok
=elapsed       0.109388
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3458.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-10 23:36:30
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       3.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3474.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_whois_master
=logfile       ejabberd_suite.muc_config_whois_master.3490.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.112819
=case          ejabberd_SUITE:muc_config_whois_slave
=logfile       ejabberd_suite.muc_config_whois_slave.4467.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.110962
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3586.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       3.0e-6
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3602.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_members_only_master
=logfile       ejabberd_suite.muc_config_members_only_master.3618.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.111893
=case          ejabberd_SUITE:muc_config_members_only_slave
=logfile       ejabberd_suite.muc_config_members_only_slave.3634.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.112559
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4531.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4547.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_moderated_master
=logfile       ejabberd_suite.muc_config_moderated_master.4563.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.111561
=case          ejabberd_SUITE:muc_config_moderated_slave
=logfile       ejabberd_suite.muc_config_moderated_slave.4579.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.109043
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4643.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       3.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4659.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_private_messages_master
=logfile       ejabberd_suite.muc_config_private_messages_master.4675.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.115815
=case          ejabberd_SUITE:muc_config_private_messages_slave
=logfile       ejabberd_suite.muc_config_private_messages_slave.4691.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       0.115514
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4755.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       3.0e-6
=group_time    0.181s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4771.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:31
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_query_master
=logfile       ejabberd_suite.muc_config_query_master.4787.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       0.115083
=case          ejabberd_SUITE:muc_config_query_slave
=logfile       ejabberd_suite.muc_config_query_slave.4803.html
=started       2021-12-10 23:36:31
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       0.114035
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3778.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       4.0e-6
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3794.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_allow_invites_master
=logfile       ejabberd_suite.muc_config_allow_invites_master.3810.html
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       0.110589
=case          ejabberd_SUITE:muc_config_allow_invites_slave
=logfile       ejabberd_suite.muc_config_allow_invites_slave.3826.html
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       0.108339
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4915.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4931.html
=group_props   [{name,muc_config_visitor_status},parallel]
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:muc_config_visitor_status_master
=logfile       ejabberd_suite.muc_config_visitor_status_master.4947.html
=started       2021-12-10 23:36:32
=ended         2021-12-10 23:36:32
=result        ok
=elapsed       0.11132
=case          ejabberd_SUITE:muc_config_visitor_status_slave
=logfile       ejabberd_suite.muc_config_visitor_status_slave.4963.html
