=== Suite started at 2021-12-11 00:10:31
=== Starting test, 1586 test cases
=cases         1586
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_kick_master
=logfile       ejabberd_suite.muc_kick_master.2947.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.11197
=case          ejabberd_SUITE:muc_kick_slave
=logfile       ejabberd_suite.muc_kick_slave.2963.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.107419
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3027.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       4.0e-6
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3043.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_affiliation_master
=logfile       ejabberd_suite.muc_change_affiliation_master.3059.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.124877
=case          ejabberd_SUITE:muc_change_affiliation_slave
=logfile       ejabberd_suite.muc_change_affiliation_slave.3075.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.120055
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3171.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       1.5e-5
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3187.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_destroy_master
=logfile       ejabberd_suite.muc_destroy_master.3203.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.111692
=case          ejabberd_SUITE:muc_destroy_slave
=logfile       ejabberd_suite.muc_destroy_slave.3890.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       0.111079
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3251.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       4.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3267.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:47
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_vcard_master
=logfile       ejabberd_suite.muc_vcard_master.3283.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.132886
=case          ejabberd_SUITE:muc_vcard_slave
=logfile       ejabberd_suite.muc_vcard_slave.3299.html
=started       2021-12-11 00:10:47
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.128726
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3331.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       9.0e-6
=group_time    0.198s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4018.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_nick_change_master
=logfile       ejabberd_suite.muc_nick_change_master.4034.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.112349
=case          ejabberd_SUITE:muc_nick_change_slave
=logfile       ejabberd_suite.muc_nick_change_slave.4050.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.111303
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3411.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       3.0e-6
=group_time    0.182s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3427.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_title_desc_master
=logfile       ejabberd_suite.muc_config_title_desc_master.3443.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.111931
=case          ejabberd_SUITE:muc_config_title_desc_slave
=logfile       ejabberd_suite.muc_config_title_desc_slave.3459.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.107823
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3539.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       1.8e-5
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4098.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_public_list_master
=logfile       ejabberd_suite.muc_config_public_list_master.3555.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.116939
=case          ejabberd_SUITE:muc_config_public_list_slave
=logfile       ejabberd_suite.muc_config_public_list_slave.4114.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.116546
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3619.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       5.0e-6
=group_time    0.188s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4162.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_password_master
=logfile       ejabberd_suite.muc_config_password_master.4178.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.12093
=case          ejabberd_SUITE:muc_config_password_slave
=logfile       ejabberd_suite.muc_config_password_slave.4194.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       0.122927
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4274.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=group_time    0.194s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4290.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:48
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_whois_master
=logfile       ejabberd_suite.muc_config_whois_master.4306.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.116211
=case          ejabberd_SUITE:muc_config_whois_slave
=logfile       ejabberd_suite.muc_config_whois_slave.3651.html
=started       2021-12-11 00:10:48
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.114338
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4354.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       1.5e-5
=group_time    0.198s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3715.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_members_only_master
=logfile       ejabberd_suite.muc_config_members_only_master.4370.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.117937
=case          ejabberd_SUITE:muc_config_members_only_slave
=logfile       ejabberd_suite.muc_config_members_only_slave.3731.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.116672
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4418.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       8.0e-6
=group_time    0.187s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4434.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_moderated_master
=logfile       ejabberd_suite.muc_config_moderated_master.4450.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.117342
=case          ejabberd_SUITE:muc_config_moderated_slave
=logfile       ejabberd_suite.muc_config_moderated_slave.4466.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.115496
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3859.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       4.0e-6
=group_time    0.186s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3875.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_private_messages_master
=logfile       ejabberd_suite.muc_config_private_messages_master.3891.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.125302
=case          ejabberd_SUITE:muc_config_private_messages_slave
=logfile       ejabberd_suite.muc_config_private_messages_slave.3907.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.119508
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3987.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       3.0e-6
=group_time    0.197s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4003.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_query_master
=logfile       ejabberd_suite.muc_config_query_master.4019.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.119135
=case          ejabberd_SUITE:muc_config_query_slave
=logfile       ejabberd_suite.muc_config_query_slave.4035.html
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:49
=result        ok
=elapsed       0.116601
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4562.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-11 00:10:49
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       4.0e-6
=group_time    0.187s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4578.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_allow_invites_master
=logfile       ejabberd_suite.muc_config_allow_invites_master.4594.html
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       0.11776
=case          ejabberd_SUITE:muc_config_allow_invites_slave
=logfile       ejabberd_suite.muc_config_allow_invites_slave.4610.html
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       0.114617
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.4658.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       3.0e-6
=group_time    0.185s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.4674.html
=group_props   [{name,muc_config_visitor_status},parallel]
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_visitor_status_master
=logfile       ejabberd_suite.muc_config_visitor_status_master.4690.html
=started       2021-12-11 00:10:50
=ended         2021-12-11 00:10:50
=result        ok
=elapsed       0.115034
=case          ejabberd_SUITE:muc_config_visitor_status_slave
=logfile       ejabberd_suite.muc_config_visitor_status_slave.4706.html
